"Endogenous","Exogenous","Scale","Direction","Test","Statistic","p_value","p_value_fdr","Significant_Original","Significant_FDR"
"Oil Price (WTI)","EPU","D3","Y_to_X","Linear_F",2.4718,0.086,0.2064,"Yes","No"
"Oil Price (WTI)","EPU","D3","X_to_Y","NN_GC",-0.073,1,1,"No","No"
"Oil Price (WTI)","EPU","D3","Y_to_X","NN_GC",0.0161,1,1,"No","No"
"Oil Price (WTI)","EPU","D4","X_to_Y","Linear_F",14.284,0,0,"Yes","Yes"
"Oil Price (WTI)","EPU","D4","Y_to_X","Linear_F",5.7741,0.0034,0.0175,"Yes","Yes"
"Oil Price (WTI)","EPU","D4","X_to_Y","NN_GC",0.0261,1,1,"No","No"
"Oil Price (WTI)","EPU","D4","Y_to_X","NN_GC",0.0985,1,1,"No","No"
"Oil Price (WTI)","EPU","D5","X_to_Y","Linear_F",3.3312,0.037,0.0736,"Yes","Yes"
"Oil Price (WTI)","EPU","D5","Y_to_X","Linear_F",2.5047,0.0833,0.204,"Yes","No"
"Oil Price (WTI)","EPU","D5","X_to_Y","NN_GC",0.121,1,1,"No","No"
"Oil Price (WTI)","EPU","D5","Y_to_X","NN_GC",0.1858,0.9998,1,"No","No"
"Oil Price (WTI)","EPU","D6","X_to_Y","Linear_F",2.0917,0.1252,0.1855,"No","No"
"Oil Price (WTI)","EPU","D6","Y_to_X","Linear_F",7.6063,6e-04,0.0051,"Yes","Yes"
"Oil Price (WTI)","EPU","D6","X_to_Y","NN_GC",0.96,0.5009,1,"No","No"
"Oil Price (WTI)","EPU","D6","Y_to_X","NN_GC",0.1912,0.9998,1,"No","No"
"Oil Price (WTI)","GPR","D1","X_to_Y","Linear_F",0.4787,0.6201,0.6827,"No","No"
"Oil Price (WTI)","GPR","D1","Y_to_X","Linear_F",1.3446,0.2621,0.4308,"No","No"
"Oil Price (WTI)","GPR","D1","X_to_Y","NN_GC",0.0755,1,1,"No","No"
"Oil Price (WTI)","GPR","D1","Y_to_X","NN_GC",1.0432,0.4107,1,"No","No"
"Oil Price (WTI)","GPR","D2","X_to_Y","Linear_F",0.625,0.5359,0.5954,"No","No"
"Oil Price (WTI)","GPR","D2","Y_to_X","Linear_F",0.1924,0.8251,0.8762,"No","No"
"Oil Price (WTI)","GPR","D2","X_to_Y","NN_GC",0.1794,0.9999,1,"No","No"
"Oil Price (WTI)","GPR","D2","Y_to_X","NN_GC",2.0548,0.0103,0.412,"Yes","No"
"Oil Price (WTI)","GPR","D3","X_to_Y","Linear_F",0.2537,0.7761,0.8315,"No","No"
"Oil Price (WTI)","GPR","D3","Y_to_X","Linear_F",0.2653,0.7672,0.8369,"No","No"
"Oil Price (WTI)","GPR","D3","X_to_Y","NN_GC",0.0488,1,1,"No","No"
"Oil Price (WTI)","GPR","D3","Y_to_X","NN_GC",1.806,0.0297,0.891,"Yes","No"
"Oil Price (WTI)","GPR","D4","X_to_Y","Linear_F",2.6671,0.071,0.1217,"Yes","No"
"Oil Price (WTI)","GPR","D4","Y_to_X","Linear_F",1.4783,0.2296,0.3963,"No","No"
"Oil Price (WTI)","GPR","D4","X_to_Y","NN_GC",0.0562,1,1,"No","No"
"Oil Price (WTI)","GPR","D4","Y_to_X","NN_GC",0.4707,0.9596,1,"No","No"
"Oil Price (WTI)","GPR","D5","X_to_Y","Linear_F",2.338,0.0982,0.1551,"Yes","No"
"Oil Price (WTI)","GPR","D5","Y_to_X","Linear_F",0.3842,0.6813,0.8176,"No","No"
"Oil Price (WTI)","GPR","D5","X_to_Y","NN_GC",0.0616,1,1,"No","No"
"Oil Price (WTI)","GPR","D5","Y_to_X","NN_GC",0.0127,1,1,"No","No"
"Oil Price (WTI)","GPR","D6","X_to_Y","Linear_F",9.324,1e-04,4e-04,"Yes","Yes"
"Oil Price (WTI)","GPR","D6","Y_to_X","Linear_F",0.9491,0.3882,0.5546,"No","No"
"Oil Price (WTI)","GPR","D6","X_to_Y","NN_GC",0.7554,0.7354,1,"No","No"
"Oil Price (WTI)","GPR","D6","Y_to_X","NN_GC",-0.0383,1,1,"No","No"
"Oil Price (WTI)","USEMV","D1","X_to_Y","Linear_F",3.9212,0.0208,0.0454,"Yes","Yes"
"Oil Price (WTI)","USEMV","D1","Y_to_X","Linear_F",0.3906,0.677,0.8176,"No","No"
"Oil Price (WTI)","USEMV","D1","X_to_Y","NN_GC",0.0604,1,1,"No","No"
"Oil Price (WTI)","USEMV","D1","Y_to_X","NN_GC",0.5654,0.9084,1,"No","No"
"Oil Price (WTI)","USEMV","D2","X_to_Y","Linear_F",3.5981,0.0285,0.06,"Yes","Yes"
"Oil Price (WTI)","USEMV","D2","Y_to_X","Linear_F",8.3791,3e-04,0.0028,"Yes","Yes"
"Oil Price (WTI)","USEMV","D2","X_to_Y","NN_GC",0.106,1,1,"No","No"
"Oil Price (WTI)","USEMV","D2","Y_to_X","NN_GC",0.1689,0.9999,1,"No","No"
"Oil Price (WTI)","USEMV","D3","X_to_Y","Linear_F",15.6292,0,0,"Yes","Yes"
"Oil Price (WTI)","USEMV","D3","Y_to_X","Linear_F",0.9582,0.3847,0.5546,"No","No"
"Oil Price (WTI)","USEMV","D3","X_to_Y","NN_GC",-0.0712,1,1,"No","No"
"Oil Price (WTI)","USEMV","D3","Y_to_X","NN_GC",0.0898,1,1,"No","No"
"Oil Price (WTI)","USEMV","D4","X_to_Y","Linear_F",19.2636,0,0,"Yes","Yes"
"Oil Price (WTI)","USEMV","D4","Y_to_X","Linear_F",3.7178,0.0253,0.0759,"Yes","Yes"
"Oil Price (WTI)","USEMV","D4","X_to_Y","NN_GC",0.0066,1,1,"No","No"
"Oil Price (WTI)","USEMV","D4","Y_to_X","NN_GC",0.0508,1,1,"No","No"
"Oil Price (WTI)","USEMV","D5","X_to_Y","Linear_F",3.0189,0.0502,0.092,"Yes","Yes"
"Oil Price (WTI)","USEMV","D5","Y_to_X","Linear_F",2.6816,0.07,0.1867,"Yes","No"
"Oil Price (WTI)","USEMV","D5","X_to_Y","NN_GC",0.1696,0.9999,1,"No","No"
"Oil Price (WTI)","USEMV","D5","Y_to_X","NN_GC",0.1411,1,1,"No","No"
"Oil Price (WTI)","USEMV","D6","X_to_Y","Linear_F",0.8345,0.435,0.5118,"No","No"
"Oil Price (WTI)","USEMV","D6","Y_to_X","Linear_F",5.3029,0.0054,0.024,"Yes","Yes"
"Oil Price (WTI)","USEMV","D6","X_to_Y","NN_GC",0.9194,0.5472,1,"No","No"
"Oil Price (WTI)","USEMV","D6","Y_to_X","NN_GC",0.6599,0.8324,1,"No","No"
"Oil Price (WTI)","USMPU","D1","X_to_Y","Linear_F",2.0138,0.1352,0.1955,"No","No"
"Oil Price (WTI)","USMPU","D1","Y_to_X","Linear_F",0.5522,0.5762,0.7484,"No","No"
"Oil Price (WTI)","USMPU","D1","X_to_Y","NN_GC",0.058,1,1,"No","No"
"Oil Price (WTI)","USMPU","D1","Y_to_X","NN_GC",0.9161,0.551,1,"No","No"
"Oil Price (WTI)","USMPU","D2","X_to_Y","Linear_F",2.5183,0.0822,0.1315,"Yes","No"
"Oil Price (WTI)","USMPU","D2","Y_to_X","Linear_F",3.8168,0.023,0.0726,"Yes","Yes"
"Oil Price (WTI)","USMPU","D2","X_to_Y","NN_GC",0.1232,1,1,"No","No"
"Oil Price (WTI)","USMPU","D2","Y_to_X","NN_GC",1.3121,0.1879,1,"No","No"
"Oil Price (WTI)","USMPU","D3","X_to_Y","Linear_F",8.2727,3e-04,0.0011,"Yes","Yes"
"Oil Price (WTI)","USMPU","D3","Y_to_X","Linear_F",0.2699,0.7637,0.8369,"No","No"
"Oil Price (WTI)","USMPU","D3","X_to_Y","NN_GC",-0.0346,1,1,"No","No"
"Oil Price (WTI)","USMPU","D3","Y_to_X","NN_GC",0.1595,0.9999,1,"No","No"
"Oil Price (WTI)","USMPU","D4","X_to_Y","Linear_F",10.2483,0,0,"Yes","Yes"
"Oil Price (WTI)","USMPU","D4","Y_to_X","Linear_F",6.3308,0.002,0.012,"Yes","Yes"
"Oil Price (WTI)","USMPU","D4","X_to_Y","NN_GC",0.0861,1,1,"No","No"
"Oil Price (WTI)","USMPU","D4","Y_to_X","NN_GC",0.0087,1,1,"No","No"
"Oil Price (WTI)","USMPU","D5","X_to_Y","Linear_F",1.3623,0.2575,0.3351,"No","No"
"Oil Price (WTI)","USMPU","D5","Y_to_X","Linear_F",0.4282,0.652,0.7992,"No","No"
"Oil Price (WTI)","USMPU","D5","X_to_Y","NN_GC",0.1855,0.9998,1,"No","No"
"Oil Price (WTI)","USMPU","D5","Y_to_X","NN_GC",0.4296,0.9741,1,"No","No"
"Oil Price (WTI)","USMPU","D6","X_to_Y","Linear_F",5.0026,0.0073,0.0182,"Yes","Yes"
"Oil Price (WTI)","USMPU","D6","Y_to_X","Linear_F",6.3208,0.002,0.012,"Yes","Yes"
"Oil Price (WTI)","USMPU","D6","X_to_Y","NN_GC",0.5827,0.8963,1,"No","No"
"Oil Price (WTI)","USMPU","D6","Y_to_X","NN_GC",0.0194,1,1,"No","No"
"CPI Inflation","EPU","D1","X_to_Y","Linear_F",3.0124,0.0506,0.092,"Yes","Yes"
"CPI Inflation","EPU","D1","Y_to_X","Linear_F",0.1681,0.8453,0.8898,"No","No"
"CPI Inflation","EPU","D1","X_to_Y","NN_GC",0.0221,1,1,"No","No"
"CPI Inflation","EPU","D1","Y_to_X","NN_GC",-0.0308,1,1,"No","No"
"CPI Inflation","EPU","D2","X_to_Y","Linear_F",2.2715,0.1048,0.1633,"No","No"
"CPI Inflation","EPU","D2","Y_to_X","Linear_F",1.9333,0.1464,0.2928,"No","No"
"CPI Inflation","EPU","D2","X_to_Y","NN_GC",0.1112,1,1,"No","No"
"CPI Inflation","EPU","D2","Y_to_X","NN_GC",0.0113,1,1,"No","No"
"CPI Inflation","EPU","D3","X_to_Y","Linear_F",2.5565,0.0792,0.1301,"Yes","No"
"CPI Inflation","EPU","D3","Y_to_X","Linear_F",1.1992,0.3028,0.4845,"No","No"
"CPI Inflation","EPU","D3","X_to_Y","NN_GC",0.2623,0.9984,1,"No","No"
"CPI Inflation","EPU","D3","Y_to_X","NN_GC",0.034,1,1,"No","No"
"CPI Inflation","EPU","D4","X_to_Y","Linear_F",4.9042,0.008,0.0192,"Yes","Yes"
"CPI Inflation","EPU","D4","Y_to_X","Linear_F",2.1493,0.1182,0.2533,"No","No"
"CPI Inflation","EPU","D4","X_to_Y","NN_GC",0.5833,0.8958,1,"No","No"
"CPI Inflation","EPU","D4","Y_to_X","NN_GC",0.135,1,1,"No","No"
"CPI Inflation","EPU","D5","X_to_Y","Linear_F",28.5528,0,0,"Yes","Yes"
"CPI Inflation","EPU","D5","Y_to_X","Linear_F",5.1519,0.0063,0.0261,"Yes","Yes"
"CPI Inflation","EPU","D5","X_to_Y","NN_GC",0.5979,0.885,1,"No","No"
"CPI Inflation","EPU","D5","Y_to_X","NN_GC",0.1664,0.9999,1,"No","No"
"CPI Inflation","EPU","D6","X_to_Y","Linear_F",16.7478,0,0,"Yes","Yes"
"CPI Inflation","EPU","D6","Y_to_X","Linear_F",11.9491,0,0,"Yes","Yes"
"CPI Inflation","EPU","D6","X_to_Y","NN_GC",-0.0337,1,1,"No","No"
"CPI Inflation","EPU","D6","Y_to_X","NN_GC",0.1284,1,1,"No","No"
"CPI Inflation","GPR","D1","X_to_Y","Linear_F",1.4495,0.2362,0.3149,"No","No"
"CPI Inflation","GPR","D1","Y_to_X","Linear_F",0.4808,0.6188,0.7825,"No","No"
"CPI Inflation","GPR","D1","X_to_Y","NN_GC",0.0484,1,1,"No","No"
"CPI Inflation","GPR","D1","Y_to_X","NN_GC",1.0164,0.4389,1,"No","No"
"CPI Inflation","GPR","D2","X_to_Y","Linear_F",0.214,0.8075,0.8426,"No","No"
"CPI Inflation","GPR","D2","Y_to_X","Linear_F",0.1021,0.903,0.9341,"No","No"
"CPI Inflation","GPR","D2","X_to_Y","NN_GC",0.1583,0.9999,1,"No","No"
"CPI Inflation","GPR","D2","Y_to_X","NN_GC",2.0911,0.0087,0.412,"Yes","No"
"CPI Inflation","GPR","D3","X_to_Y","Linear_F",0.1228,0.8845,0.8995,"No","No"
"CPI Inflation","GPR","D3","Y_to_X","Linear_F",0.6856,0.5045,0.6802,"No","No"
"CPI Inflation","GPR","D3","X_to_Y","NN_GC",0.1714,0.9999,1,"No","No"
"CPI Inflation","GPR","D3","Y_to_X","NN_GC",1.4507,0.1172,1,"No","No"
"CPI Inflation","GPR","D4","X_to_Y","Linear_F",10.0393,1e-04,4e-04,"Yes","Yes"
"CPI Inflation","GPR","D4","Y_to_X","Linear_F",2.442,0.0886,0.2085,"Yes","No"
"CPI Inflation","GPR","D4","X_to_Y","NN_GC",0.4903,0.9511,1,"No","No"
"CPI Inflation","GPR","D4","Y_to_X","NN_GC",0.5549,0.9154,1,"No","No"
"CPI Inflation","GPR","D5","X_to_Y","Linear_F",0.9924,0.3718,0.4553,"No","No"
"CPI Inflation","GPR","D5","Y_to_X","Linear_F",0.2484,0.7802,0.8435,"No","No"
"CPI Inflation","GPR","D5","X_to_Y","NN_GC",0.4947,0.9491,1,"No","No"
"CPI Inflation","GPR","D5","Y_to_X","NN_GC",-0.016,1,1,"No","No"
"CPI Inflation","GPR","D6","X_to_Y","Linear_F",0.031,0.9695,0.9695,"No","No"
"CPI Inflation","GPR","D6","Y_to_X","Linear_F",6.9704,0.0011,0.0082,"Yes","Yes"
"CPI Inflation","GPR","D6","X_to_Y","NN_GC",-0.0277,1,1,"No","No"
"CPI Inflation","GPR","D6","Y_to_X","NN_GC",-0.0521,1,1,"No","No"
"CPI Inflation","USEMV","D1","X_to_Y","Linear_F",4.588,0.0109,0.0256,"Yes","Yes"
"CPI Inflation","USEMV","D1","Y_to_X","Linear_F",0.8926,0.4106,0.5797,"No","No"
"CPI Inflation","USEMV","D1","X_to_Y","NN_GC",0.0162,1,1,"No","No"
"CPI Inflation","USEMV","D1","Y_to_X","NN_GC",0.561,0.9113,1,"No","No"
"CPI Inflation","USEMV","D2","X_to_Y","Linear_F",4.568,0.0111,0.0256,"Yes","Yes"
"CPI Inflation","USEMV","D2","Y_to_X","Linear_F",3.721,0.0253,0.0759,"Yes","Yes"
"CPI Inflation","USEMV","D2","X_to_Y","NN_GC",0.0843,1,1,"No","No"
"CPI Inflation","USEMV","D2","Y_to_X","NN_GC",0.1645,0.9999,1,"No","No"
"CPI Inflation","USEMV","D3","X_to_Y","Linear_F",11.4376,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D3","Y_to_X","Linear_F",5.8493,0.0032,0.0175,"Yes","Yes"
"CPI Inflation","USEMV","D3","X_to_Y","NN_GC",0.2343,0.9992,1,"No","No"
"CPI Inflation","USEMV","D3","Y_to_X","NN_GC",0.0575,1,1,"No","No"
"CPI Inflation","USEMV","D4","X_to_Y","Linear_F",20.1264,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D4","Y_to_X","Linear_F",1.6708,0.1897,0.3557,"No","No"
"CPI Inflation","USEMV","D4","X_to_Y","NN_GC",0.5179,0.9373,1,"No","No"
"CPI Inflation","USEMV","D4","Y_to_X","NN_GC",0.02,1,1,"No","No"
"CPI Inflation","USEMV","D5","X_to_Y","Linear_F",17.9786,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D5","Y_to_X","Linear_F",2.2834,0.1036,0.2346,"No","No"
"CPI Inflation","USEMV","D5","X_to_Y","NN_GC",0.6884,0.8053,1,"No","No"
"CPI Inflation","USEMV","D5","Y_to_X","NN_GC",0.1154,1,1,"No","No"
"CPI Inflation","USEMV","D6","X_to_Y","Linear_F",28.1284,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D6","Y_to_X","Linear_F",15.9685,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D6","X_to_Y","NN_GC",-0.0399,1,1,"No","No"
"CPI Inflation","USEMV","D6","Y_to_X","NN_GC",0.395,0.9832,1,"No","No"
"CPI Inflation","USMPU","D1","X_to_Y","Linear_F",3.1603,0.0437,0.0819,"Yes","Yes"
"CPI Inflation","USMPU","D1","Y_to_X","Linear_F",0.311,0.7329,0.8369,"No","No"
"CPI Inflation","USMPU","D1","X_to_Y","NN_GC",0.0188,1,1,"No","No"
"CPI Inflation","USMPU","D1","Y_to_X","NN_GC",0.8939,0.5767,1,"No","No"
"CPI Inflation","USMPU","D2","X_to_Y","Linear_F",2.5428,0.0802,0.1301,"Yes","No"
"CPI Inflation","USMPU","D2","Y_to_X","Linear_F",2.3207,0.0999,0.2305,"Yes","No"
"CPI Inflation","USMPU","D2","X_to_Y","NN_GC",0.1045,1,1,"No","No"
"CPI Inflation","USMPU","D2","Y_to_X","NN_GC",1.2834,0.2061,1,"No","No"
"CPI Inflation","USMPU","D3","X_to_Y","Linear_F",5.8088,0.0033,0.0088,"Yes","Yes"
"CPI Inflation","USMPU","D3","Y_to_X","Linear_F",0.7587,0.4691,0.6397,"No","No"
"CPI Inflation","USMPU","D3","X_to_Y","NN_GC",0.2124,0.9996,1,"No","No"
"CPI Inflation","USMPU","D3","Y_to_X","NN_GC",0.1141,1,1,"No","No"
"CPI Inflation","USMPU","D4","X_to_Y","Linear_F",2.6015,0.0757,0.1262,"Yes","No"
"CPI Inflation","USMPU","D4","Y_to_X","Linear_F",5.2155,0.0059,0.0253,"Yes","Yes"
"CPI Inflation","USMPU","D4","X_to_Y","NN_GC",0.6514,0.8402,1,"No","No"
"CPI Inflation","USMPU","D4","Y_to_X","NN_GC",-0.0071,1,1,"No","No"
"CPI Inflation","USMPU","D5","X_to_Y","Linear_F",10.0933,1e-04,4e-04,"Yes","Yes"
"CPI Inflation","USMPU","D5","Y_to_X","Linear_F",1.3919,0.2501,0.4225,"No","No"
"CPI Inflation","USMPU","D5","X_to_Y","NN_GC",0.7944,0.6919,1,"No","No"
"CPI Inflation","USMPU","D5","Y_to_X","NN_GC",0.4523,0.9667,1,"No","No"
"CPI Inflation","USMPU","D6","X_to_Y","Linear_F",13.2611,0,0,"Yes","Yes"
"CPI Inflation","USMPU","D6","Y_to_X","Linear_F",5.0538,0.0069,0.0276,"Yes","Yes"
"CPI Inflation","USMPU","D6","X_to_Y","NN_GC",-0.0345,1,1,"No","No"
"CPI Inflation","USMPU","D6","Y_to_X","NN_GC",0.0078,1,1,"No","No"
