"Endogenous","Exogenous","Scale","Direction","Test","Statistic","p_value","p_value_fdr","Significant_Original","Significant_FDR"
"REER","USEMV","D5","Y_to_X","Linear_F",0.6599,0.5176,0.7139,"No","No"
"REER","USEMV","D5","X_to_Y","NN_GC",0.022,1,1,"No","No"
"REER","USEMV","D5","Y_to_X","NN_GC",0.1428,1,1,"No","No"
"REER","USEMV","D6","X_to_Y","Linear_F",24.8036,0,0,"Yes","Yes"
"REER","USEMV","D6","Y_to_X","Linear_F",20.9113,0,0,"Yes","Yes"
"REER","USEMV","D6","X_to_Y","NN_GC",-0.0242,1,1,"No","No"
"REER","USEMV","D6","Y_to_X","NN_GC",0.3559,0.9904,1,"No","No"
"REER","USMPU","D1","X_to_Y","Linear_F",2.1832,0.1144,0.2015,"No","No"
"REER","USMPU","D1","Y_to_X","Linear_F",0.4517,0.6369,0.7879,"No","No"
"REER","USMPU","D1","X_to_Y","NN_GC",0.318,0.9949,1,"No","No"
"REER","USMPU","D1","Y_to_X","NN_GC",0.6329,0.8565,1,"No","No"
"REER","USMPU","D2","X_to_Y","Linear_F",5.1788,0.0061,0.0229,"Yes","Yes"
"REER","USMPU","D2","Y_to_X","Linear_F",0.6406,0.5277,0.7182,"No","No"
"REER","USMPU","D2","X_to_Y","NN_GC",0.0836,1,1,"No","No"
"REER","USMPU","D2","Y_to_X","NN_GC",1.261,0.2212,1,"No","No"
"REER","USMPU","D3","X_to_Y","Linear_F",1.6846,0.1872,0.267,"No","No"
"REER","USMPU","D3","Y_to_X","Linear_F",5.5542,0.0043,0.0258,"Yes","Yes"
"REER","USMPU","D3","X_to_Y","NN_GC",0.263,0.9983,1,"No","No"
"REER","USMPU","D3","Y_to_X","NN_GC",0.2018,0.9997,1,"No","No"
"REER","USMPU","D4","X_to_Y","Linear_F",5.103,0.0066,0.024,"Yes","Yes"
"REER","USMPU","D4","Y_to_X","Linear_F",3.2934,0.0384,0.1161,"Yes","No"
"REER","USMPU","D4","X_to_Y","NN_GC",0.0627,1,1,"No","No"
"REER","USMPU","D4","Y_to_X","NN_GC",0.0075,1,1,"No","No"
"REER","USMPU","D5","X_to_Y","Linear_F",5.5068,0.0045,0.018,"Yes","Yes"
"REER","USMPU","D5","Y_to_X","Linear_F",1.4968,0.2254,0.4363,"No","No"
"REER","USMPU","D5","X_to_Y","NN_GC",0.0146,1,1,"No","No"
"REER","USMPU","D5","Y_to_X","NN_GC",0.4189,0.9772,1,"No","No"
"REER","USMPU","D6","X_to_Y","Linear_F",5.1781,0.0061,0.0229,"Yes","Yes"
"REER","USMPU","D6","Y_to_X","Linear_F",7.0272,0.001,0.008,"Yes","Yes"
"REER","USMPU","D6","X_to_Y","NN_GC",-0.0216,1,1,"No","No"
"REER","USMPU","D6","Y_to_X","NN_GC",-0.0033,1,1,"No","No"
"SIR","EPU","D1","X_to_Y","Linear_F",0.1136,0.8927,0.9078,"No","No"
"SIR","EPU","D1","Y_to_X","Linear_F",0.7963,0.4519,0.658,"No","No"
"SIR","EPU","D1","X_to_Y","NN_GC",0.9533,0.5085,1,"No","No"
"SIR","EPU","D1","Y_to_X","NN_GC",0.1085,1,1,"No","No"
"SIR","EPU","D2","X_to_Y","Linear_F",0.1264,0.8813,0.9039,"No","No"
"SIR","EPU","D2","Y_to_X","Linear_F",0.3395,0.7124,0.824,"No","No"
"SIR","EPU","D2","X_to_Y","NN_GC",0.3768,0.9869,1,"No","No"
"SIR","EPU","D2","Y_to_X","NN_GC",0.0031,1,1,"No","No"
"SIR","EPU","D3","X_to_Y","Linear_F",2.7562,0.065,0.1368,"Yes","No"
"SIR","EPU","D3","Y_to_X","Linear_F",2.0207,0.1343,0.3099,"No","No"
"SIR","EPU","D3","X_to_Y","NN_GC",0.0114,1,1,"No","No"
"SIR","EPU","D3","Y_to_X","NN_GC",0.025,1,1,"No","No"
"SIR","EPU","D4","X_to_Y","Linear_F",16.6099,0,0,"Yes","Yes"
"SIR","EPU","D4","Y_to_X","Linear_F",0.3371,0.7141,0.824,"No","No"
"SIR","EPU","D4","X_to_Y","NN_GC",0.1019,1,1,"No","No"
"SIR","EPU","D4","Y_to_X","NN_GC",0.1726,0.9999,1,"No","No"
"SIR","EPU","D5","X_to_Y","Linear_F",13.7483,0,0,"Yes","Yes"
"SIR","EPU","D5","Y_to_X","Linear_F",5.3539,0.0052,0.0295,"Yes","Yes"
"SIR","EPU","D5","X_to_Y","NN_GC",0.168,0.9999,1,"No","No"
"SIR","EPU","D5","Y_to_X","NN_GC",0.0133,1,1,"No","No"
"SIR","EPU","D6","X_to_Y","Linear_F",100.0562,0,0,"Yes","Yes"
"SIR","EPU","D6","Y_to_X","Linear_F",3.8589,0.0221,0.0884,"Yes","Yes"
"SIR","EPU","D6","X_to_Y","NN_GC",-0.0013,1,1,"No","No"
"SIR","EPU","D6","Y_to_X","NN_GC",0.2692,0.9981,1,"No","No"
"SIR","GPR","D1","X_to_Y","Linear_F",0.4601,0.6316,0.7139,"No","No"
"SIR","GPR","D1","Y_to_X","Linear_F",1.0083,0.366,0.5866,"No","No"
"SIR","GPR","D1","X_to_Y","NN_GC",0.9096,0.5585,1,"No","No"
"SIR","GPR","D1","Y_to_X","NN_GC",0.6308,0.8583,1,"No","No"
"SIR","GPR","D2","X_to_Y","Linear_F",0.0646,0.9374,0.9374,"No","No"
"SIR","GPR","D2","Y_to_X","Linear_F",0.0107,0.9894,0.9911,"No","No"
"SIR","GPR","D2","X_to_Y","NN_GC",0.3096,0.9956,1,"No","No"
"SIR","GPR","D2","Y_to_X","NN_GC",0.8926,0.5782,1,"No","No"
"SIR","GPR","D3","X_to_Y","Linear_F",0.39,0.6774,0.7405,"No","No"
"SIR","GPR","D3","Y_to_X","Linear_F",0.0486,0.9526,0.977,"No","No"
"SIR","GPR","D3","X_to_Y","NN_GC",0.0227,1,1,"No","No"
"SIR","GPR","D3","Y_to_X","NN_GC",0.3078,0.9958,1,"No","No"
"SIR","GPR","D4","X_to_Y","Linear_F",3.5035,0.0313,0.0782,"Yes","Yes"
"SIR","GPR","D4","Y_to_X","Linear_F",1.0291,0.3585,0.5866,"No","No"
"SIR","GPR","D4","X_to_Y","NN_GC",0.1007,1,1,"No","No"
"SIR","GPR","D4","Y_to_X","NN_GC",0.0235,1,1,"No","No"
"SIR","GPR","D5","X_to_Y","Linear_F",2.0292,0.1331,0.213,"No","No"
