"Endogenous","Exogenous","Scale","Direction","Test","Statistic","p_value","p_value_fdr","Significant_Original","Significant_FDR"
"Oil Price (WTI)","EPU","D3","Y_to_X","Linear_F",0.8023,0.4492,0.6377,"No","No"
"Oil Price (WTI)","EPU","D3","X_to_Y","NN_GC",-0.0529,1,1,"No","No"
"Oil Price (WTI)","EPU","D3","Y_to_X","NN_GC",0.01,1,1,"No","No"
"Oil Price (WTI)","EPU","D4","X_to_Y","Linear_F",16.2279,0,0,"Yes","Yes"
"Oil Price (WTI)","EPU","D4","Y_to_X","Linear_F",10.5732,0,0,"Yes","Yes"
"Oil Price (WTI)","EPU","D4","X_to_Y","NN_GC",0.075,1,1,"No","No"
"Oil Price (WTI)","EPU","D4","Y_to_X","NN_GC",0.0372,1,1,"No","No"
"Oil Price (WTI)","EPU","D5","X_to_Y","Linear_F",8.6167,2e-04,0.0011,"Yes","Yes"
"Oil Price (WTI)","EPU","D5","Y_to_X","Linear_F",4.9715,0.0075,0.0429,"Yes","Yes"
"Oil Price (WTI)","EPU","D5","X_to_Y","NN_GC",0.1177,1,1,"No","No"
"Oil Price (WTI)","EPU","D5","Y_to_X","NN_GC",0.2314,0.9993,1,"No","No"
"Oil Price (WTI)","EPU","D6","X_to_Y","Linear_F",6.1111,0.0025,0.0088,"Yes","Yes"
"Oil Price (WTI)","EPU","D6","Y_to_X","Linear_F",12.1779,0,0,"Yes","Yes"
"Oil Price (WTI)","EPU","D6","X_to_Y","NN_GC",0.9429,0.5203,1,"No","No"
"Oil Price (WTI)","EPU","D6","Y_to_X","NN_GC",0.0495,1,1,"No","No"
"Oil Price (WTI)","GPR","D1","X_to_Y","Linear_F",0.8517,0.4276,0.5605,"No","No"
"Oil Price (WTI)","GPR","D1","Y_to_X","Linear_F",3.8877,0.0215,0.0921,"Yes","Yes"
"Oil Price (WTI)","GPR","D1","X_to_Y","NN_GC",0.0733,1,1,"No","No"
"Oil Price (WTI)","GPR","D1","Y_to_X","NN_GC",-0.0237,1,1,"No","No"
"Oil Price (WTI)","GPR","D2","X_to_Y","Linear_F",1.8033,0.1664,0.256,"No","No"
"Oil Price (WTI)","GPR","D2","Y_to_X","Linear_F",1.1691,0.312,0.5673,"No","No"
"Oil Price (WTI)","GPR","D2","X_to_Y","NN_GC",0.147,1,1,"No","No"
"Oil Price (WTI)","GPR","D2","Y_to_X","NN_GC",0.4257,0.9753,1,"No","No"
"Oil Price (WTI)","GPR","D3","X_to_Y","Linear_F",3.2439,0.0403,0.0879,"Yes","Yes"
"Oil Price (WTI)","GPR","D3","Y_to_X","Linear_F",0.7524,0.4721,0.6377,"No","No"
"Oil Price (WTI)","GPR","D3","X_to_Y","NN_GC",0.0725,1,1,"No","No"
"Oil Price (WTI)","GPR","D3","Y_to_X","NN_GC",0.7177,0.7757,1,"No","No"
"Oil Price (WTI)","GPR","D4","X_to_Y","Linear_F",3.5466,0.03,0.072,"Yes","Yes"
"Oil Price (WTI)","GPR","D4","Y_to_X","Linear_F",0.985,0.3746,0.5972,"No","No"
"Oil Price (WTI)","GPR","D4","X_to_Y","NN_GC",0.063,1,1,"No","No"
"Oil Price (WTI)","GPR","D4","Y_to_X","NN_GC",0.1512,1,1,"No","No"
"Oil Price (WTI)","GPR","D5","X_to_Y","Linear_F",6.8476,0.0012,0.0045,"Yes","Yes"
"Oil Price (WTI)","GPR","D5","Y_to_X","Linear_F",5.0709,0.0068,0.042,"Yes","Yes"
"Oil Price (WTI)","GPR","D5","X_to_Y","NN_GC",0.0767,1,1,"No","No"
"Oil Price (WTI)","GPR","D5","Y_to_X","NN_GC",0.2284,0.9993,1,"No","No"
"Oil Price (WTI)","GPR","D6","X_to_Y","Linear_F",24.73,0,0,"Yes","Yes"
"Oil Price (WTI)","GPR","D6","Y_to_X","Linear_F",0.2512,0.778,0.8487,"No","No"
"Oil Price (WTI)","GPR","D6","X_to_Y","NN_GC",0.8657,0.6096,1,"No","No"
"Oil Price (WTI)","GPR","D6","Y_to_X","NN_GC",-0.0172,1,1,"No","No"
"Oil Price (WTI)","USEMV","D1","X_to_Y","Linear_F",3.9212,0.0208,0.0567,"Yes","Yes"
"Oil Price (WTI)","USEMV","D1","Y_to_X","Linear_F",0.3906,0.677,0.7812,"No","No"
"Oil Price (WTI)","USEMV","D1","X_to_Y","NN_GC",0.0604,1,1,"No","No"
"Oil Price (WTI)","USEMV","D1","Y_to_X","NN_GC",0.5654,0.9084,1,"No","No"
"Oil Price (WTI)","USEMV","D2","X_to_Y","Linear_F",3.5981,0.0285,0.0698,"Yes","Yes"
"Oil Price (WTI)","USEMV","D2","Y_to_X","Linear_F",8.3791,3e-04,0.008,"Yes","Yes"
"Oil Price (WTI)","USEMV","D2","X_to_Y","NN_GC",0.106,1,1,"No","No"
"Oil Price (WTI)","USEMV","D2","Y_to_X","NN_GC",0.1689,0.9999,1,"No","No"
"Oil Price (WTI)","USEMV","D3","X_to_Y","Linear_F",15.6292,0,0,"Yes","Yes"
"Oil Price (WTI)","USEMV","D3","Y_to_X","Linear_F",0.9582,0.3847,0.5972,"No","No"
"Oil Price (WTI)","USEMV","D3","X_to_Y","NN_GC",-0.0712,1,1,"No","No"
"Oil Price (WTI)","USEMV","D3","Y_to_X","NN_GC",0.0898,1,1,"No","No"
"Oil Price (WTI)","USEMV","D4","X_to_Y","Linear_F",19.2636,0,0,"Yes","Yes"
"Oil Price (WTI)","USEMV","D4","Y_to_X","Linear_F",3.7178,0.0253,0.1012,"Yes","No"
"Oil Price (WTI)","USEMV","D4","X_to_Y","NN_GC",0.0066,1,1,"No","No"
"Oil Price (WTI)","USEMV","D4","Y_to_X","NN_GC",0.0508,1,1,"No","No"
"Oil Price (WTI)","USEMV","D5","X_to_Y","Linear_F",3.0189,0.0502,0.1039,"Yes","No"
"Oil Price (WTI)","USEMV","D5","Y_to_X","Linear_F",2.6816,0.07,0.2211,"Yes","No"
"Oil Price (WTI)","USEMV","D5","X_to_Y","NN_GC",0.1696,0.9999,1,"No","No"
"Oil Price (WTI)","USEMV","D5","Y_to_X","NN_GC",0.1411,1,1,"No","No"
"Oil Price (WTI)","USEMV","D6","X_to_Y","Linear_F",0.8345,0.435,0.5613,"No","No"
"Oil Price (WTI)","USEMV","D6","Y_to_X","Linear_F",5.3029,0.0054,0.0381,"Yes","Yes"
"Oil Price (WTI)","USEMV","D6","X_to_Y","NN_GC",0.9194,0.5472,1,"No","No"
"Oil Price (WTI)","USEMV","D6","Y_to_X","NN_GC",0.6599,0.8324,1,"No","No"
"Oil Price (WTI)","USMPU","D1","X_to_Y","Linear_F",2.0138,0.1352,0.2253,"No","No"
"Oil Price (WTI)","USMPU","D1","Y_to_X","Linear_F",0.5522,0.5762,0.7056,"No","No"
"Oil Price (WTI)","USMPU","D1","X_to_Y","NN_GC",0.058,1,1,"No","No"
"Oil Price (WTI)","USMPU","D1","Y_to_X","NN_GC",0.9161,0.551,1,"No","No"
"Oil Price (WTI)","USMPU","D2","X_to_Y","Linear_F",2.5183,0.0822,0.1518,"Yes","No"
"Oil Price (WTI)","USMPU","D2","Y_to_X","Linear_F",3.8168,0.023,0.0952,"Yes","Yes"
"Oil Price (WTI)","USMPU","D2","X_to_Y","NN_GC",0.1232,1,1,"No","No"
"Oil Price (WTI)","USMPU","D2","Y_to_X","NN_GC",1.3121,0.1879,1,"No","No"
"Oil Price (WTI)","USMPU","D3","X_to_Y","Linear_F",8.2727,3e-04,0.0013,"Yes","Yes"
"Oil Price (WTI)","USMPU","D3","Y_to_X","Linear_F",0.2699,0.7637,0.8486,"No","No"
"Oil Price (WTI)","USMPU","D3","X_to_Y","NN_GC",-0.0346,1,1,"No","No"
"Oil Price (WTI)","USMPU","D3","Y_to_X","NN_GC",0.1595,0.9999,1,"No","No"
"Oil Price (WTI)","USMPU","D4","X_to_Y","Linear_F",10.2483,0,0,"Yes","Yes"
"Oil Price (WTI)","USMPU","D4","Y_to_X","Linear_F",6.3308,0.002,0.0171,"Yes","Yes"
"Oil Price (WTI)","USMPU","D4","X_to_Y","NN_GC",0.0861,1,1,"No","No"
"Oil Price (WTI)","USMPU","D4","Y_to_X","NN_GC",0.0087,1,1,"No","No"
"Oil Price (WTI)","USMPU","D5","X_to_Y","Linear_F",1.3623,0.2575,0.3593,"No","No"
"Oil Price (WTI)","USMPU","D5","Y_to_X","Linear_F",0.4282,0.652,0.7671,"No","No"
"Oil Price (WTI)","USMPU","D5","X_to_Y","NN_GC",0.1855,0.9998,1,"No","No"
"Oil Price (WTI)","USMPU","D5","Y_to_X","NN_GC",0.4296,0.9741,1,"No","No"
"Oil Price (WTI)","USMPU","D6","X_to_Y","Linear_F",5.0026,0.0073,0.0231,"Yes","Yes"
"Oil Price (WTI)","USMPU","D6","Y_to_X","Linear_F",6.3208,0.002,0.0171,"Yes","Yes"
"Oil Price (WTI)","USMPU","D6","X_to_Y","NN_GC",0.5827,0.8963,1,"No","No"
"Oil Price (WTI)","USMPU","D6","Y_to_X","NN_GC",0.0194,1,1,"No","No"
"CPI Inflation","EPU","D1","X_to_Y","Linear_F",3.5072,0.0311,0.0732,"Yes","Yes"
"CPI Inflation","EPU","D1","Y_to_X","Linear_F",2.1507,0.1181,0.2912,"No","No"
"CPI Inflation","EPU","D1","X_to_Y","NN_GC",-0.0274,1,1,"No","No"
"CPI Inflation","EPU","D1","Y_to_X","NN_GC",-0.0016,1,1,"No","No"
"CPI Inflation","EPU","D2","X_to_Y","Linear_F",0.4634,0.6296,0.743,"No","No"
"CPI Inflation","EPU","D2","Y_to_X","Linear_F",0.4381,0.6457,0.7671,"No","No"
"CPI Inflation","EPU","D2","X_to_Y","NN_GC",0.6753,0.818,1,"No","No"
"CPI Inflation","EPU","D2","Y_to_X","NN_GC",0.1724,0.9999,1,"No","No"
"CPI Inflation","EPU","D3","X_to_Y","Linear_F",0.6732,0.5108,0.6355,"No","No"
"CPI Inflation","EPU","D3","Y_to_X","Linear_F",1.6669,0.1905,0.3972,"No","No"
"CPI Inflation","EPU","D3","X_to_Y","NN_GC",0.2498,0.9988,1,"No","No"
"CPI Inflation","EPU","D3","Y_to_X","NN_GC",0.0102,1,1,"No","No"
"CPI Inflation","EPU","D4","X_to_Y","Linear_F",10.2675,0,0,"Yes","Yes"
"CPI Inflation","EPU","D4","Y_to_X","Linear_F",2.5427,0.0802,0.2347,"Yes","No"
"CPI Inflation","EPU","D4","X_to_Y","NN_GC",0.0143,1,1,"No","No"
"CPI Inflation","EPU","D4","Y_to_X","NN_GC",0.0311,1,1,"No","No"
"CPI Inflation","EPU","D5","X_to_Y","Linear_F",3.726,0.0251,0.0641,"Yes","Yes"
"CPI Inflation","EPU","D5","Y_to_X","Linear_F",1.1032,0.3331,0.5691,"No","No"
"CPI Inflation","EPU","D5","X_to_Y","NN_GC",0.4376,0.9717,1,"No","No"
"CPI Inflation","EPU","D5","Y_to_X","NN_GC",0.2797,0.9976,1,"No","No"
"CPI Inflation","EPU","D6","X_to_Y","Linear_F",22.2807,0,0,"Yes","Yes"
"CPI Inflation","EPU","D6","Y_to_X","Linear_F",6.7911,0.0013,0.0171,"Yes","Yes"
"CPI Inflation","EPU","D6","X_to_Y","NN_GC",-0.0841,1,1,"No","No"
"CPI Inflation","EPU","D6","Y_to_X","NN_GC",0.1249,1,1,"No","No"
"CPI Inflation","GPR","D1","X_to_Y","Linear_F",0.2508,0.7784,0.8584,"No","No"
"CPI Inflation","GPR","D1","Y_to_X","Linear_F",1.0827,0.3399,0.5691,"No","No"
"CPI Inflation","GPR","D1","X_to_Y","NN_GC",-0.0331,1,1,"No","No"
"CPI Inflation","GPR","D1","Y_to_X","NN_GC",-0.0333,1,1,"No","No"
"CPI Inflation","GPR","D2","X_to_Y","Linear_F",0.4504,0.6377,0.743,"No","No"
"CPI Inflation","GPR","D2","Y_to_X","Linear_F",2.2083,0.1116,0.2912,"No","No"
"CPI Inflation","GPR","D2","X_to_Y","NN_GC",0.6642,0.8285,1,"No","No"
"CPI Inflation","GPR","D2","Y_to_X","NN_GC",0.5402,0.9246,1,"No","No"
"CPI Inflation","GPR","D3","X_to_Y","Linear_F",2.1586,0.1172,0.2016,"No","No"
"CPI Inflation","GPR","D3","Y_to_X","Linear_F",1.2642,0.2839,0.5241,"No","No"
"CPI Inflation","GPR","D3","X_to_Y","NN_GC",0.3078,0.9958,1,"No","No"
"CPI Inflation","GPR","D3","Y_to_X","NN_GC",0.8638,0.6118,1,"No","No"
"CPI Inflation","GPR","D4","X_to_Y","Linear_F",0.2201,0.8026,0.8599,"No","No"
"CPI Inflation","GPR","D4","Y_to_X","Linear_F",0.6322,0.5321,0.6651,"No","No"
"CPI Inflation","GPR","D4","X_to_Y","NN_GC",0.0106,1,1,"No","No"
"CPI Inflation","GPR","D4","Y_to_X","NN_GC",0.1557,0.9999,1,"No","No"
"CPI Inflation","GPR","D5","X_to_Y","Linear_F",3.6667,0.0266,0.0665,"Yes","Yes"
"CPI Inflation","GPR","D5","Y_to_X","Linear_F",4.3836,0.0132,0.0587,"Yes","Yes"
"CPI Inflation","GPR","D5","X_to_Y","NN_GC",0.4299,0.9741,1,"No","No"
"CPI Inflation","GPR","D5","Y_to_X","NN_GC",0.3037,0.9961,1,"No","No"
"CPI Inflation","GPR","D6","X_to_Y","Linear_F",18.0059,0,0,"Yes","Yes"
"CPI Inflation","GPR","D6","Y_to_X","Linear_F",1.9483,0.1442,0.3322,"No","No"
"CPI Inflation","GPR","D6","X_to_Y","NN_GC",-0.07,1,1,"No","No"
"CPI Inflation","GPR","D6","Y_to_X","NN_GC",-0.0311,1,1,"No","No"
"CPI Inflation","USEMV","D1","X_to_Y","Linear_F",0.0434,0.9575,0.9737,"No","No"
"CPI Inflation","USEMV","D1","Y_to_X","Linear_F",1.931,0.1467,0.3322,"No","No"
"CPI Inflation","USEMV","D1","X_to_Y","NN_GC",-0.0276,1,1,"No","No"
"CPI Inflation","USEMV","D1","Y_to_X","NN_GC",0.4943,0.9492,1,"No","No"
"CPI Inflation","USEMV","D2","X_to_Y","Linear_F",0.7248,0.4852,0.6194,"No","No"
"CPI Inflation","USEMV","D2","Y_to_X","Linear_F",2.0205,0.1343,0.3223,"No","No"
"CPI Inflation","USEMV","D2","X_to_Y","NN_GC",0.6676,0.8254,1,"No","No"
"CPI Inflation","USEMV","D2","Y_to_X","NN_GC",0.2103,0.9996,1,"No","No"
"CPI Inflation","USEMV","D3","X_to_Y","Linear_F",1.9088,0.1499,0.2353,"No","No"
"CPI Inflation","USEMV","D3","Y_to_X","Linear_F",2.1957,0.113,0.2912,"No","No"
"CPI Inflation","USEMV","D3","X_to_Y","NN_GC",0.269,0.9981,1,"No","No"
"CPI Inflation","USEMV","D3","Y_to_X","NN_GC",0.0963,1,1,"No","No"
"CPI Inflation","USEMV","D4","X_to_Y","Linear_F",12.5936,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D4","Y_to_X","Linear_F",4.5757,0.011,0.0571,"Yes","Yes"
"CPI Inflation","USEMV","D4","X_to_Y","NN_GC",0.0205,1,1,"No","No"
"CPI Inflation","USEMV","D4","Y_to_X","NN_GC",0.0031,1,1,"No","No"
"CPI Inflation","USEMV","D5","X_to_Y","Linear_F",10.4003,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D5","Y_to_X","Linear_F",1.6187,0.1998,0.3972,"No","No"
"CPI Inflation","USEMV","D5","X_to_Y","NN_GC",0.502,0.9455,1,"No","No"
"CPI Inflation","USEMV","D5","Y_to_X","NN_GC",0.1779,0.9999,1,"No","No"
"CPI Inflation","USEMV","D6","X_to_Y","Linear_F",26.6311,0,0,"Yes","Yes"
"CPI Inflation","USEMV","D6","Y_to_X","Linear_F",3.1622,0.0437,0.1589,"Yes","No"
"CPI Inflation","USEMV","D6","X_to_Y","NN_GC",-0.0201,1,1,"No","No"
"CPI Inflation","USEMV","D6","Y_to_X","NN_GC",0.4637,0.9624,1,"No","No"
"CPI Inflation","USMPU","D1","X_to_Y","Linear_F",1.1588,0.3152,0.4348,"No","No"
"CPI Inflation","USMPU","D1","Y_to_X","Linear_F",3.2933,0.0384,0.1486,"Yes","No"
"CPI Inflation","USMPU","D1","X_to_Y","NN_GC",-0.0297,1,1,"No","No"
"CPI Inflation","USMPU","D1","Y_to_X","NN_GC",0.7995,0.6861,1,"No","No"
"CPI Inflation","USMPU","D2","X_to_Y","Linear_F",0.167,0.8463,0.8795,"No","No"
"CPI Inflation","USMPU","D2","Y_to_X","Linear_F",0.8591,0.4245,0.6289,"No","No"
"CPI Inflation","USMPU","D2","X_to_Y","NN_GC",0.652,0.8397,1,"No","No"
"CPI Inflation","USMPU","D2","Y_to_X","NN_GC",1.6625,0.053,1,"Yes","No"
"CPI Inflation","USMPU","D3","X_to_Y","Linear_F",2.7222,0.0673,0.1324,"Yes","No"
"CPI Inflation","USMPU","D3","Y_to_X","Linear_F",0.1652,0.8478,0.877,"No","No"
"CPI Inflation","USMPU","D3","X_to_Y","NN_GC",0.2597,0.9985,1,"No","No"
"CPI Inflation","USMPU","D3","Y_to_X","NN_GC",0.1922,0.9998,1,"No","No"
"CPI Inflation","USMPU","D4","X_to_Y","Linear_F",8.7385,2e-04,0.0011,"Yes","Yes"
"CPI Inflation","USMPU","D4","Y_to_X","Linear_F",6.7742,0.0013,0.0171,"Yes","Yes"
"CPI Inflation","USMPU","D4","X_to_Y","NN_GC",0.0252,1,1,"No","No"
"CPI Inflation","USMPU","D4","Y_to_X","NN_GC",0.0013,1,1,"No","No"
"CPI Inflation","USMPU","D5","X_to_Y","Linear_F",3.972,0.0198,0.0553,"Yes","Yes"
"CPI Inflation","USMPU","D5","Y_to_X","Linear_F",0.215,0.8066,0.872,"No","No"
"CPI Inflation","USMPU","D5","X_to_Y","NN_GC",0.6699,0.8231,1,"No","No"
"CPI Inflation","USMPU","D5","Y_to_X","NN_GC",0.576,0.9011,1,"No","No"
"CPI Inflation","USMPU","D6","X_to_Y","Linear_F",8.2595,3e-04,0.0013,"Yes","Yes"
"CPI Inflation","USMPU","D6","Y_to_X","Linear_F",2.6147,0.0748,0.2302,"Yes","No"
"CPI Inflation","USMPU","D6","X_to_Y","NN_GC",-0.0926,1,1,"No","No"
"CPI Inflation","USMPU","D6","Y_to_X","NN_GC",0.0449,1,1,"No","No"
